ID,Date,Date_Heisei,Integer_Heisei,Note
644,2008-09-03,平成20年09月03日,200903,
645,2008-09-09,平成20年09月09日,200909,
646,2008-09-27,平成20年09月27日,200927,
647,2008-09-29,平成20年09月29日,200929,
648,2008-10-07,平成20年10月07日,201007,
649,2008-10-11,平成20年10月11日,201011,
650,2008-10-31,平成20年10月31日,201031,
651,2008-11-01,平成20年11月01日,201101,
652,2008-11-07,平成20年11月07日,201107,同じ日付を西暦で表した20081107も素数。
653,2008-11-19,平成20年11月19日,201119,
654,2008-11-21,平成20年11月21日,201121,
655,2008-12-03,平成20年12月03日,201203,同じ日付を西暦で表した20081203も素数。
656,2008-12-09,平成20年12月09日,201209,
657,2008-12-11,平成20年12月11日,201211,
658,2009-01-01,平成21年01月01日,210101,
659,2009-01-09,平成21年01月09日,210109,
660,2009-01-13,平成21年01月13日,210113,
661,2009-01-27,平成21年01月27日,210127,
662,2009-01-31,平成21年01月31日,210131,
663,2009-02-09,平成21年02月09日,210209,
664,2009-03-17,平成21年03月17日,210317,
665,2009-03-19,平成21年03月19日,210319,
666,2009-03-23,平成21年03月23日,210323,
667,2009-04-01,平成21年04月01日,210401,同じ日付を西暦で表した20090401も素数。
668,2009-04-03,平成21年04月03日,210403,
669,2009-04-07,平成21年04月07日,210407,同じ日付を西暦で表した20090407も素数。
670,2009-04-21,平成21年04月21日,210421,
671,2009-05-23,平成21年05月23日,210523,
672,2009-05-27,平成21年05月27日,210527,同じ日付を西暦で表した20090527も素数。
673,2009-06-01,平成21年06月01日,210601,
674,2009-06-19,平成21年06月19日,210619,
675,2009-07-09,平成21年07月09日,210709,
676,2009-07-13,平成21年07月13日,210713,
677,2009-07-19,平成21年07月19日,210719,
678,2009-07-31,平成21年07月31日,210731,
679,2009-08-03,平成21年08月03日,210803,
680,2009-08-09,平成21年08月09日,210809,
681,2009-08-11,平成21年08月11日,210811,
682,2009-08-23,平成21年08月23日,210823,
683,2009-08-27,平成21年08月27日,210827,同じ日付を西暦で表した20090827も素数。
684,2009-09-01,平成21年09月01日,210901,
685,2009-09-07,平成21年09月07日,210907,
686,2009-09-11,平成21年09月11日,210911,
687,2009-09-13,平成21年09月13日,210913,
688,2009-09-23,平成21年09月23日,210923,
689,2009-09-29,平成21年09月29日,210929,
690,2009-10-07,平成21年10月07日,211007,
691,2009-11-29,平成21年11月29日,211129,
692,2009-12-13,平成21年12月13日,211213,
693,2009-12-17,平成21年12月17日,211217,
694,2009-12-19,平成21年12月19日,211219,
695,2009-12-29,平成21年12月29日,211229,
696,2009-12-31,平成21年12月31日,211231,
697,2010-01-23,平成22年01月23日,220123,
698,2010-02-17,平成22年02月17日,220217,同じ日付を西暦で表した20100217も素数。
699,2010-03-01,平成22年03月01日,220301,
700,2010-03-07,平成22年03月07日,220307,
701,2010-03-27,平成22年03月27日,220327,
702,2010-04-03,平成22年04月03日,220403,同じ日付を西暦で表した20100403も素数。
703,2010-04-11,平成22年04月11日,220411,
704,2010-04-21,平成22年04月21日,220421,
705,2010-05-11,平成22年05月11日,220511,
706,2010-05-13,平成22年05月13日,220513,
707,2010-05-29,平成22年05月29日,220529,同じ日付を西暦で表した20100529も素数。
708,2010-06-13,平成22年06月13日,220613,
709,2010-07-09,平成22年07月09日,220709,同じ日付を西暦で表した20100709も素数。
710,2010-07-21,平成22年07月21日,220721,同じ日付を西暦で表した20100721も素数。
711,2010-08-07,平成22年08月07日,220807,
712,2010-08-11,平成22年08月11日,220811,同じ日付を西暦で表した20100811も素数。
713,2010-09-01,平成22年09月01日,220901,
714,2010-09-03,平成22年09月03日,220903,
715,2010-09-07,平成22年09月07日,220907,同じ日付を西暦で表した20100907も素数。
716,2010-09-19,平成22年09月19日,220919,
717,2010-10-21,平成22年10月21日,221021,
718,2010-11-01,平成22年11月01日,221101,
719,2010-12-01,平成22年12月01日,221201,同じ日付を西暦で表した20101201も素数。
720,2010-12-03,平成22年12月03日,221203,
721,2010-12-09,平成22年12月09日,221209,
722,2010-12-19,平成22年12月19日,221219,同じ日付を西暦で表した20101219も素数。
723,2010-12-27,平成22年12月27日,221227,
724,2011-01-01,平成23年01月01日,230101,
725,2011-01-07,平成23年01月07日,230107,
726,2011-01-17,平成23年01月17日,230117,
727,2011-01-23,平成23年01月23日,230123,
728,2011-02-03,平成23年02月03日,230203,
729,2011-02-13,平成23年02月13日,230213,
730,2011-02-21,平成23年02月21日,230221,
731,2011-02-27,平成23年02月27日,230227,
732,2011-03-03,平成23年03月03日,230303,
733,2011-03-09,平成23年03月09日,230309,
734,2011-03-11,平成23年03月11日,230311,
735,2011-03-27,平成23年03月27日,230327,
736,2011-05-01,平成23年05月01日,230501,
737,2011-05-07,平成23年05月07日,230507,
738,2011-06-11,平成23年06月11日,230611,
739,2011-07-19,平成23年07月19日,230719,
740,2011-07-29,平成23年07月29日,230729,
741,2011-08-07,平成23年08月07日,230807,同じ日付を西暦で表した20110807も素数。
742,2011-08-19,平成23年08月19日,230819,同じ日付を西暦で表した20110819も素数。
743,2011-08-27,平成23年08月27日,230827,
744,2011-09-29,平成23年09月29日,230929,
745,2011-10-01,平成23年10月01日,231001,
746,2011-10-17,平成23年10月17日,231017,
747,2011-10-19,平成23年10月19日,231019,
748,2011-10-31,平成23年10月31日,231031,
749,2011-11-07,平成23年11月07日,231107,
750,2011-11-09,平成23年11月09日,231109,
751,2011-12-23,平成23年12月23日,231223,
752,2012-01-01,平成24年01月01日,240101,
753,2012-01-09,平成24年01月09日,240109,
754,2012-01-13,平成24年01月13日,240113,
755,2012-01-31,平成24年01月31日,240131,
756,2012-02-03,平成24年02月03日,240203,同じ日付を西暦で表した20120203も素数。
757,2012-02-09,平成24年02月09日,240209,
758,2012-03-19,平成24年03月19日,240319,
759,2012-04-21,平成24年04月21日,240421,
760,2012-05-03,平成24年05月03日,240503,
761,2012-05-09,平成24年05月09日,240509,同じ日付を西暦で表した20120509も素数。
762,2012-05-17,平成24年05月17日,240517,
763,2012-06-07,平成24年06月07日,240607,
764,2012-06-23,平成24年06月23日,240623,同じ日付を西暦で表した20120623も素数。
765,2012-07-01,平成24年07月01日,240701,
766,2012-07-07,平成24年07月07日,240707,
767,2012-07-19,平成24年07月19日,240719,同じ日付を西暦で表した20120719も素数。
768,2012-07-27,平成24年07月27日,240727,
769,2012-08-11,平成24年08月11日,240811,
770,2012-08-29,平成24年08月29日,240829,
771,2012-09-13,平成24年09月13日,240913,
772,2012-10-13,平成24年10月13日,241013,
773,2012-10-27,平成24年10月27日,241027,
774,2012-11-17,平成24年11月17日,241117,
775,2012-11-27,平成24年11月27日,241127,
776,2012-12-07,平成24年12月07日,241207,
777,2012-12-29,平成24年12月29日,241229,
778,2013-01-09,平成25年01月09日,250109,
779,2013-01-23,平成25年01月23日,250123,
780,2013-03-01,平成25年03月01日,250301,
781,2013-03-07,平成25年03月07日,250307,
782,2013-04-03,平成25年04月03日,250403,同じ日付を西暦で表した20130403も素数。
783,2013-04-09,平成25年04月09日,250409,
784,2013-04-23,平成25年04月23日,250423,
785,2013-05-01,平成25年05月01日,250501,
786,2013-06-19,平成25年06月19日,250619,
787,2013-07-03,平成25年07月03日,250703,
788,2013-07-09,平成25年07月09日,250709,
789,2013-07-21,平成25年07月21日,250721,
790,2013-07-27,平成25年07月27日,250727,
791,2013-08-07,平成25年08月07日,250807,
792,2013-08-13,平成25年08月13日,250813,
793,2013-08-29,平成25年08月29日,250829,同じ日付を西暦で表した20130829も素数。
794,2013-09-19,平成25年09月19日,250919,
795,2013-10-03,平成25年10月03日,251003,
796,2013-11-17,平成25年11月17日,251117,同じ日付を西暦で表した20131117も素数。
797,2013-12-01,平成25年12月01日,251201,
798,2013-12-03,平成25年12月03日,251203,
799,2013-12-19,平成25年12月19日,251219,
800,2013-12-21,平成25年12月21日,251221,
801,2013-12-31,平成25年12月31日,251231,
802,2014-01-11,平成26年01月11日,260111,
803,2014-02-01,平成26年02月01日,260201,同じ日付を西暦で表した20140201も素数。
804,2014-02-07,平成26年02月07日,260207,
805,2014-02-09,平成26年02月09日,260209,
806,2014-02-13,平成26年02月13日,260213,同じ日付を西暦で表した20140213も素数。
807,2014-03-17,平成26年03月17日,260317,
808,2014-03-29,平成26年03月29日,260329,
809,2014-04-11,平成26年04月11日,260411,同じ日付を西暦で表した20140411も素数。
810,2014-04-13,平成26年04月13日,260413,
811,2014-04-17,平成26年04月17日,260417,
812,2014-04-19,平成26年04月19日,260419,
813,2014-05-27,平成26年05月27日,260527,
814,2014-06-09,平成26年06月09日,260609,同じ日付を西暦で表した20140609も素数。
815,2014-06-29,平成26年06月29日,260629,
816,2014-07-13,平成26年07月13日,260713,
817,2014-07-17,平成26年07月17日,260717,
818,2014-07-23,平成26年07月23日,260723,
819,2014-08-07,平成26年08月07日,260807,同じ日付を西暦で表した20140807も素数。
820,2014-08-09,平成26年08月09日,260809,
821,2014-09-21,平成26年09月21日,260921,
822,2014-10-11,平成26年10月11日,261011,
823,2014-10-13,平成26年10月13日,261013,
824,2014-10-17,平成26年10月17日,261017,
825,2014-10-31,平成26年10月31日,261031,
826,2014-11-01,平成26年11月01日,261101,同じ日付を西暦で表した20141101も素数。
827,2014-11-27,平成26年11月27日,261127,
828,2014-12-23,平成26年12月23日,261223,
829,2014-12-29,平成26年12月29日,261229,
830,2015-01-21,平成27年01月21日,270121,
831,2015-01-31,平成27年01月31日,270131,同じ日付を西暦で表した20150131も素数。
832,2015-02-09,平成27年02月09日,270209,
833,2015-02-17,平成27年02月17日,270217,
834,2015-02-23,平成27年02月23日,270223,
835,2015-03-07,平成27年03月07日,270307,
836,2015-03-11,平成27年03月11日,270311,
837,2015-03-23,平成27年03月23日,270323,
838,2015-03-29,平成27年03月29日,270329,
839,2015-04-07,平成27年04月07日,270407,
840,2015-04-21,平成27年04月21日,270421,
841,2015-05-09,平成27年05月09日,270509,
842,2015-05-27,平成27年05月27日,270527,
843,2015-06-01,平成27年06月01日,270601,
844,2015-06-19,平成27年06月19日,270619,
845,2015-07-01,平成27年07月01日,270701,
846,2015-07-09,平成27年07月09日,270709,
847,2015-07-19,平成27年07月19日,270719,
848,2015-08-21,平成27年08月21日,270821,同じ日付を西暦で表した20150821も素数。
849,2015-09-13,平成27年09月13日,270913,
850,2015-09-23,平成27年09月23日,270923,
851,2015-10-03,平成27年10月03日,271003,
852,2015-10-13,平成27年10月13日,271013,
853,2015-10-21,平成27年10月21日,271021,
854,2015-10-27,平成27年10月27日,271027,
855,2015-11-09,平成27年11月09日,271109,
856,2015-11-27,平成27年11月27日,271127,同じ日付を西暦で表した20151127も素数。
857,2015-11-29,平成27年11月29日,271129,
858,2015-12-11,平成27年12月11日,271211,
859,2015-12-17,平成27年12月17日,271217,
860,2015-12-31,平成27年12月31日,271231,
861,2016-01-03,平成28年01月03日,280103,
862,2016-01-21,平成28年01月21日,280121,
863,2016-01-29,平成28年01月29日,280129,
864,2016-02-07,平成28年02月07日,280207,
865,2016-02-19,平成28年02月19日,280219,
866,2016-02-23,平成28年02月23日,280223,
867,2016-02-29,平成28年02月29日,280229,
868,2016-03-03,平成28年03月03日,280303,
869,2016-03-21,平成28年03月21日,280321,
870,2016-03-27,平成28年03月27日,280327,
871,2016-04-09,平成28年04月09日,280409,
872,2016-04-11,平成28年04月11日,280411,
873,2016-05-07,平成28年05月07日,280507,
874,2016-05-13,平成28年05月13日,280513,
875,2016-06-03,平成28年06月03日,280603,
876,2016-06-07,平成28年06月07日,280607,同じ日付を西暦で表した20160607も素数。
877,2016-06-13,平成28年06月13日,280613,
878,2016-06-27,平成28年06月27日,280627,
879,2016-07-03,平成28年07月03日,280703,
880,2016-07-11,平成28年07月11日,280711,
881,2016-07-17,平成28年07月17日,280717,
882,2016-07-29,平成28年07月29日,280729,
883,2016-08-11,平成28年08月11日,280811,
884,2016-08-17,平成28年08月17日,280817,同じ日付を西暦で表した20160817も素数。
885,2016-09-09,平成28年09月09日,280909,
886,2016-09-13,平成28年09月13日,280913,
887,2016-09-21,平成28年09月21日,280921,
888,2016-09-27,平成28年09月27日,280927,
889,2016-10-23,平成28年10月23日,281023,
890,2016-11-17,平成28年11月17日,281117,
891,2016-12-07,平成28年12月07日,281207,
892,2016-12-27,平成28年12月27日,281227,
893,2017-01-07,平成29年01月07日,290107,
894,2017-01-13,平成29年01月13日,290113,
895,2017-01-19,平成29年01月19日,290119,
896,2017-02-01,平成29年02月01日,290201,
897,2017-02-09,平成29年02月09日,290209,
898,2017-02-19,平成29年02月19日,290219,同じ日付を西暦で表した20170219も素数。
899,2017-03-17,平成29年03月17日,290317,
900,2017-03-27,平成29年03月27日,290327,
901,2017-04-19,平成29年04月19日,290419,
902,2017-04-29,平成29年04月29日,290429,
903,2017-05-09,平成29年05月09日,290509,
904,2017-05-27,平成29年05月27日,290527,
905,2017-05-31,平成29年05月31日,290531,
906,2017-06-11,平成29年06月11日,290611,
907,2017-06-17,平成29年06月17日,290617,
908,2017-06-21,平成29年06月21日,290621,
909,2017-06-23,平成29年06月23日,290623,
910,2017-06-27,平成29年06月27日,290627,同じ日付を西暦で表した20170627も素数。
911,2017-07-01,平成29年07月01日,290701,
912,2017-07-07,平成29年07月07日,290707,
913,2017-07-11,平成29年07月11日,290711,
914,2017-08-03,平成29年08月03日,290803,
915,2017-08-21,平成29年08月21日,290821,
916,2017-08-27,平成29年08月27日,290827,
917,2017-09-23,平成29年09月23日,290923,
918,2017-10-07,平成29年10月07日,291007,
919,2017-10-13,平成29年10月13日,291013,
920,2017-11-01,平成29年11月01日,291101,同じ日付を西暦で表した20171101も素数。
921,2017-11-03,平成29年11月03日,291103,
922,2017-11-07,平成29年11月07日,291107,
923,2017-11-13,平成29年11月13日,291113,
924,2017-12-09,平成29年12月09日,291209,
925,2017-12-17,平成29年12月17日,291217,
926,2018-01-09,平成30年01月09日,300109,
927,2018-01-19,平成30年01月19日,300119,
928,2018-02-21,平成30年02月21日,300221,同じ日付を西暦で表した20180221も素数。
929,2018-03-01,平成30年03月01日,300301,
930,2018-03-17,平成30年03月17日,300317,
931,2018-03-19,平成30年03月19日,300319,
932,2018-03-23,平成30年03月23日,300323,
933,2018-03-31,平成30年03月31日,300331,
934,2018-04-13,平成30年04月13日,300413,
935,2018-04-27,平成30年04月27日,300427,
936,2018-05-11,平成30年05月11日,300511,
937,2018-06-23,平成30年06月23日,300623,
938,2018-07-19,平成30年07月19日,300719,
939,2018-07-21,平成30年07月21日,300721,
940,2018-08-09,平成30年08月09日,300809,
941,2018-08-21,平成30年08月21日,300821,
942,2018-08-23,平成30年08月23日,300823,
943,2018-09-29,平成30年09月29日,300929,
944,2018-10-13,平成30年10月13日,301013,
945,2018-10-27,平成30年10月27日,301027,
946,2018-11-23,平成30年11月23日,301123,
947,2018-11-27,平成30年11月27日,301127,
948,2018-12-11,平成30年12月11日,301211,
949,2018-12-19,平成30年12月19日,301219,
950,2019-01-11,平成31年01月11日,310111,
951,2019-01-17,平成31年01月17日,310117,
952,2019-01-27,平成31年01月27日,310127,
953,2019-01-29,平成31年01月29日,310129,
954,2019-02-23,平成31年02月23日,310223,
955,2019-03-13,平成31年03月13日,310313,
956,2019-04-23,平成31年04月23日,310423,
